Escuela_DE,I_02,I_36,I_710,I_1114,I_06,I_714,I_314,Cob_est,Public + social secutity,pob,vincNBI,preciom2,Dist_CESAC,NEAR_FID,POINT_X,POINT_Y,DE,COMUNA,BARRIO
1_1,19.3,27.4,25.9,27.4,46.7,53.3,80.7,75.6,24.4,90368,3.872180451,2440.74109,1847.310303,10,106519.1811,104333.4398,1,2,RECOLETA
1_10,34.4,32.6,20.2,12.8,67,33,65.6,54.1,45.9,76968,1.537634409,2571.616277,2064.646211,22,100839.4441,107526.6059,10,13,BELGRANO
1_11,31.1,23.7,23,22.2,54.8,45.2,68.9,61.5,38.5,80797,1.6,2959.916252,1710.035935,17,98035.1598,99242.9117,11,10,VELEZ SARSFIELD
1_12,45.3,31.6,12.8,10.3,76.9,23.1,54.7,36.8,63.2,49334,1.459016393,3033.653793,2461.375023,24,100060.043,100186.034,12,7,FLORES
1_13,32.9,30,12.9,24.3,62.9,37.1,67.1,48.6,51.4,56572,0.985294118,2296.70422,1860.868403,19,96650.1735,98819.9795,13,10,VILLA LURO
1_14,31.6,27.6,26.3,14.5,59.2,40.8,68.4,43.4,56.6,58611,0.958333333,2697.634639,1230.235129,8,100969.296,104070.6789,14,15,CHACARITA
1_15,20.6,37.4,23.7,18.3,58,42,79.4,61.8,38.2,69709,1.447058824,2922.405682,1429.875233,22,97582.4711,106409.7681,15,12,VILLA URQUIZA
1_16,31,38.1,14.3,16.7,69.1,31,69,45.2,54.8,45594,2,2717.127069,2058.375822,23,95591.4065,103795.911,16,11,VILLA DEVOTO
1_17,53.1,35.2,6.9,4.8,88.3,11.7,46.9,15.9,84.1,60691,1.409090909,2253.035258,1307.019376,29,97347.2429,102767.9989,17,11,VILLA DEL PARQUE
1_18,30.5,27.1,18.6,23.7,57.6,42.4,69.5,72.9,27.1,54713,1.459016393,2394.934266,2034.084001,17,95361.2796,100648.9921,18,10,MONTE CASTRO
1_19,16.5,39.4,22.8,21.3,55.9,44.1,83.5,59.1,40.9,83642,2.076190476,2480.159874,1180.535506,16,103867.0863,98424.5914,19,4,NUEVA POMPEYA
1_20,40,34.6,12.3,13.1,74.6,25.4,60,41.5,58.5,31701,1.775,2324.901077,1530.897473,19,94517.1643,97448.1002,20,9,LINIERS
1_21,22.7,32,22.2,23.1,54.7,45.3,77.3,67.6,32.4,34909,0.740740741,1561.337467,319.3192091,20,99624.0885,93707.1807,21,8,VILLA LUGANO
1_5,30.6,34.2,23.4,11.7,64.8,35.1,69.4,47.7,52.3,53810,0,3156.055873,1242.676733,4,107897.9462,99486.4919,5,4,BARRACAS
1_6,33.5,28.4,21.1,17,61.9,38.1,66.5,53.7,46.3,67513,3.488372093,2242.204385,1695.376682,21,105674.0983,101905.5304,6,3,BALVANERA
1_7,40.9,33.6,15.5,10,74.5,25.5,59.1,30.9,69.1,57781,2.973684211,3265.271421,1386.818848,8,102117.2408,103377.6464,7,15,VILLA CRESPO
1_8,26.2,34.2,20.3,19.3,60.4,39.6,73.8,64.7,35.3,55051,0.909090909,1732.380522,1132.06265,14,101630.0893,99505.7548,8,7,PARQUE CHACABUCO
1_9,44.9,32.7,15.3,7.1,77.6,22.4,55.1,48,52,117341,2.791366906,2660.113988,1090.186406,8,103079.2762,104739.5751,9,14,PALERMO
10_1,24,35.5,25.6,14.9,59.5,40.5,76,62,38,31706,2.153846154,2253.23562,1080.604367,21,105771.1357,102849.5049,1,3,BALVANERA
10_10,44.6,35.6,17.8,2,80.2,19.8,55.4,43.6,56.4,48849,1.6,2355.087455,2424.204628,9,100261.5258,109158.5931,10,13,NUÃ‘EZ
10_11,30.9,28.9,17.5,22.7,59.8,40.2,69.1,73.2,26.8,102976,1.518796992,3284.352189,2010.990876,24,99790.1158,99143.8402,11,7,FLORES
10_12,49.5,27.5,13.2,9.8,77,23,50.5,35.8,64.2,61442,2.044117647,2949.474819,55.65755765,17,97348.2435,100864.9038,12,10,FLORESTA
10_13,24.2,31.1,28,16.7,55.3,44.7,75.8,72,28,55971,0.214285714,1854.268238,1728.003328,25,98852.1007,98276.8993,13,9,PARQUE AVELLANEDA
10_14,30.9,30.9,23.6,14.6,61.8,38.2,69.1,58.5,41.5,30784,1.162162162,2631.579532,1156.549644,29,99591.2889,103155.7575,14,15,PATERNAL
10_15,51,32.3,10.4,6.3,83.3,16.7,49,21.9,78.1,75071,1.726190476,2944.479056,1476.948346,22,98054.4202,105452.7699,15,12,VILLA URQUIZA
10_17,52.1,34.4,8.3,5.2,86.5,13.5,47.9,19.8,80.2,64543,0.986666667,2435.568805,967.0626977,29,97662.3052,102501.8534,17,11,VILLA DEL PARQUE
10_18,31.4,32.9,20,15.7,64.3,35.7,68.6,51.4,48.6,58250,1.771428571,2247.097718,1201.306736,17,96735.2134,99816.9533,18,10,VELEZ SARSFIELD
10_19,13.2,27.9,26.5,32.4,41.1,58.8,86.8,69.1,30.9,109656,2.376923077,2532.640997,911.9867016,16,103627.9877,98167.7012,19,4,NUEVA POMPEYA
10_2,30.7,37.6,18.8,12.9,68.3,31.7,69.3,52.5,47.5,40457,1.279069767,2081.614712,936.7266076,21,105403.197,104111.4917,2,2,RECOLETA
10_20,30.7,31.6,11.4,26.3,62.3,37.7,69.3,64,36,49951,1.55,2381.950679,917.1273335,19,95234.1534,97577.0672,20,9,LINIERS
10_21,19.3,25,28.4,27.4,44.3,55.7,80.7,72.3,27.7,57457,0.615384615,1561.219909,280.6113592,20,99959.9015,94133.9468,21,8,VILLA LUGANO
10_5,15.8,34.2,19.2,30.8,50,50,84.2,93.3,6.7,128949,4.827027027,2302.178727,814.2295741,7,105379.0029,97683.7095,5,4,BARRACAS
10_6,35.3,29.4,23.5,11.8,64.7,35.3,64.7,44.7,55.3,114783,3.383561644,3259.003623,880.7464583,26,105655.0292,100251.5688,6,3,SAN CRISTOBAL
10_7,37.9,22.4,20.7,19,60.3,39.7,62.1,37.9,62.1,78874,3.101010101,3367.910316,2563.960238,1,101399.9236,101690.4663,7,6,CABALLITO
10_8,17,26.6,26.6,29.8,43.6,56.4,83,80.9,19.1,112735,1.828767123,2691.731889,774.2587517,14,102484.0485,98996.7305,8,7,PARQUE CHACABUCO
10_9,45.3,31.1,17.6,6.1,76.4,23.6,54.7,25.7,74.3,100168,2.491803279,3534.683486,1878.766936,8,101830.384,106630.5846,9,14,PALERMO
11_10,15.8,31.6,26.3,26.3,47.4,52.6,84.2,81.6,18.4,65702,0.734375,2221.715072,4092.44747,8,102729.454,108783.498,10,13,BELGRANO
11_11,30.3,21.1,26.3,22.4,51.4,48.7,69.7,64.5,35.5,99055,1.710743802,3226.238479,1933.564687,0,99467.0935,98436.8699,11,9,PARQUE AVELLANEDA
11_12,20.5,29.5,19.2,30.8,50,50,79.5,69.2,30.8,40223,0.957446809,2928.367088,455.0353476,17,97841.2291,100788.8848,12,10,FLORESTA
11_13,15.7,26.4,24.8,33.1,42.1,57.9,84.3,88.4,11.6,59948,1.146666667,2517.598417,790.0070648,3,97588.0353,96037.0033,13,8,VILLA LUGANO
11_14,29.1,30.9,32.7,7.3,60,40,70.9,52.7,47.3,107532,1.415492958,3443.233314,2018.875136,8,100623.1717,103272.0498,14,15,VILLA CRESPO
11_15,35.5,43,16.1,5.4,78.5,21.5,64.5,19.4,80.6,59726,1.819444444,2912.807062,1610.097655,22,97401.4902,106766.7675,15,12,VILLA URQUIZA
11_16,32.4,39.7,14.7,13.2,72.1,27.9,67.6,36.8,63.2,53412,1.803030303,2789.665629,2156.013868,23,96986.3865,104073.8461,16,15,AGRONOMIA
11_18,35.4,28.6,26.1,9.9,64,36,64.6,44.1,55.9,75604,1.963855422,2923.753552,638.8632974,17,97575.2111,100214.909,18,10,FLORESTA
11_19,7.7,18.2,30.1,44.1,25.9,74.1,92.3,90.2,9.8,113212,1.595588235,2657.31714,250.5117126,16,102852.9963,97952.7386,19,4,NUEVA POMPEYA
11_2,33.3,37.5,18.1,11.1,70.8,29.2,66.7,40.3,59.7,89493,3,3563.235836,578.9143326,1,103371.1911,102871.6052,2,5,ALMAGRO
11_20,17,29.8,27.7,25.5,46.8,53.2,83,81.6,18.4,31193,0.806451613,2248.814749,776.1661235,3,96441.0542,95866.0553,20,9,MATADEROS
11_3,41.9,31.2,12.9,14,73.1,26.9,58.1,52.7,47.3,57566,0.493506494,2285.725651,1376.830893,11,106969.0197,100734.5026,3,1,CONSTITUCION
11_5,21.9,36.2,18.1,23.8,58.1,41.9,78.1,86.7,13.3,72577,7.110169492,3033.948929,831.253987,28,106688.8672,96951.6002,5,4,BARRACAS
11_6,36.3,27.5,19.9,16.4,63.8,36.3,63.7,55.6,44.4,166912,2.995145631,3133.055179,826.4576049,26,104880.0628,100632.5927,6,3,SAN CRISTOBAL
11_7,43.5,30.6,11.3,14.5,74.1,25.8,56.5,40.3,59.7,116477,1.391025641,3328.261958,1860.086985,29,100472.2313,102261.7408,7,6,CABALLITO
11_8,62.8,26.6,6.9,3.7,89.4,10.6,37.2,8.7,91.3,104182,1.396825397,2631.153604,1916.264654,1,103035.1105,100770.667,8,6,CABALLITO
11_9,48,36,10.7,5.3,84,16,52,33.3,66.7,124839,3.821656051,2614.522353,1659.610591,21,103897.536,104749.1143,9,14,PALERMO
12_1,37.3,23.7,27.1,11.9,61,39,62.7,69.5,30.5,154932,2.078947368,3422.666912,1607.403941,21,104785.2476,104980.498,1,14,PALERMO
12_10,42.6,36,15.4,5.9,78.6,21.3,57.4,34.6,65.4,81838,2.68627451,2369.585127,1693.544828,9,99362.5107,108313.6501,10,13,NUÃ‘EZ
12_11,14.9,23.4,35.1,26.6,38.3,61.7,85.1,67,33,68332,2.3375,2543.19944,1509.375699,24,100286.0989,99009.8225,11,7,FLORES
12_12,25.3,37.4,19,18.4,62.7,37.4,74.7,60.3,39.7,71365,1.44047619,2450.309227,2264.881407,29,99675.1756,100504.8142,12,7,FLORES
12_13,15.8,31.6,28.1,24.6,47.4,52.6,84.2,64.9,35.1,35778,0.428571429,2211.56412,1208.044463,19,97188.0784,96846.0017,13,9,MATADEROS
12_14,39.3,21.4,28.6,10.7,60.7,39.3,60.7,50,50,64507,1.235294118,3486.286442,1568.340197,8,100982.8973,103555.6606,14,15,VILLA CRESPO
12_15,39.7,35.1,17,8.2,74.8,25.3,60.3,30.9,69.1,63055,1.584415584,2220.141948,1593.836877,9,97526.4069,107491.6354,15,12,SAAVEDRA
12_16,22.8,42.4,19.6,15.2,65.2,34.8,77.2,51.1,48.9,29743,1.696969697,2923.767019,1254.900254,23,96372.521,106942.8068,16,12,VILLA URQUIZA
12_19,9.8,19.2,34.2,36.8,29,70.9,90.2,95.7,4.3,55083,1.255319149,1818.266771,228.4425899,14,102043.0255,98209.7668,19,7,FLORES
12_20,30.1,31.1,16.5,22.3,61.2,38.8,69.9,55.3,44.7,50079,2.15,2308.295347,1704.080426,19,95830.19,98771.015,20,10,VILLA LURO
12_5,19.8,28.4,21.1,30.6,48.2,51.7,80.2,90.1,9.9,91592,3.92248062,2221.519415,482.7343045,7,106073.2731,97417.3189,5,4,BARRACAS
12_6,23.9,34.3,23.1,18.7,58.2,41.8,76.1,63.4,36.6,78139,2.11827957,2257.345351,1471.877452,26,104746.0927,101270.5838,6,3,BALVANERA
12_7,56,24,9,11,80,20,44,37,63,56560,2.112676056,3343.928024,1882.983437,29,100240.2062,101538.767,7,7,FLORES
12_9,46.8,21,12.9,19.4,67.8,32.3,53.2,24.2,75.8,110256,1.931506849,3405.508674,1475.893603,8,101014.3704,105866.6363,9,13,COLEGIALES
13_10,49.5,32.3,14,4.3,81.8,18.3,50.5,21.5,78.5,50518,1.125,2963.267713,1176.575485,9,98988.5609,109307.6432,10,12,SAAVEDRA
13_11,8,25.4,23.2,43.5,33.4,66.7,92,92,8,73751,1.433333333,2624.826919,401.6395692,24,101442.057,98634.7824,11,7,FLORES
13_13,18.2,36.4,24.2,21.2,54.6,45.5,81.8,72,28,49243,1.086206897,2305.17195,1134.071182,19,96877.1254,97796.9932,13,9,MATADEROS
13_14,18.5,33.8,27.7,20,52.3,47.7,81.5,69.2,30.8,84368,1.971428571,3329.700438,1914.181244,29,100206.2935,103598.7217,14,15,PATERNAL
13_15,28.3,32.1,17,22.6,60.4,39.6,71.7,64.2,35.8,27424,0.84375,2815.655876,800.2310652,9,97269.5657,108492.7339,15,12,SAAVEDRA
13_16,24.8,33.7,24.8,16.8,58.5,41.6,75.2,49.5,50.5,43344,1.458333333,2897.8672,487.8018804,23,96243.4807,105914.8355,16,12,VILLA PUEYRREDON
13_17,26.7,35.9,20.7,16.6,62.6,37.3,73.3,43.8,56.2,30629,0.459459459,2379.277559,3257.112135,17,94132.2083,100928.9992,17,10,VILLA REAL
13_18,32.9,32.9,12.9,21.4,65.8,34.3,67.1,38.6,61.4,57021,1.548387097,2267.850789,364.9302894,17,97032.2456,100742.9198,18,10,FLORESTA
13_19,9.6,31.3,27.7,31.3,40.9,59,90.4,81.9,18.1,81397,3.610619469,3255.239667,743.7578112,13,102883.844,97296.2514,19,4,NUEVA POMPEYA
13_2,40.8,22.4,23.7,13.2,63.2,36.8,59.2,43.4,56.6,50947,1.183333333,2184.807671,474.9793943,21,104406.198,103595.5453,2,2,RECOLETA
13_20,12.8,31.8,21.6,33.8,44.6,55.4,87.2,79.7,20.3,34761,1.119047619,2321.319435,428.9838742,19,95718.1079,96754.0655,20,9,MATADEROS
13_21,26.2,35.9,20.3,17.6,62.1,37.9,73.8,54.3,45.7,61145,0.837837838,2468.021109,1107.730657,20,98837.2886,93564.2298,21,8,VILLA RIACHUELO
13_3,33.3,26.9,24.4,15.4,60.2,39.7,66.7,61.5,38.5,29874,13.26666667,3323.714511,1284.141735,11,107135.3343,101406.9646,3,1,MONTSERRAT
13_5,36.1,33.3,20.8,9.7,69.4,30.6,63.9,58.3,41.7,74160,0.329896907,2908.739673,708.8744363,28,107405.6698,98105.5172,5,4,BARRACAS
13_6,25.9,29.9,20.4,23.8,55.8,44.2,74.1,55.8,44.2,101080,3.403100775,2262.562935,1271.044343,1,104875.1118,101795.5665,6,3,BALVANERA
13_7,53.6,31.9,5.8,8.7,85.5,14.5,46.4,27.5,72.5,98791,2.87804878,2467.929459,1491.439103,29,100013.229,101957.767,7,11,VILLA GRAL. MITRE
13_9,55.4,35,6.3,3.3,90.4,9.6,44.6,14.5,85.5,69438,1.175824176,3552.209967,830.1765236,8,101605.3414,105494.6199,9,13,COLEGIALES
14_1,24.8,33.6,24.8,16.8,58.4,41.6,75.2,62.4,37.6,100951,3.776223776,2216.647514,1370.721547,21,105931.12,102562.5047,1,3,BALVANERA
14_10,46.7,34.2,7.6,11.4,80.9,19,53.3,33.7,66.3,41105,0.76744186,1508.708904,1190.611933,9,98650.5213,108182.6829,10,12,SAAVEDRA
14_11,27.1,25.7,22.9,24.3,52.8,47.1,72.9,64.3,35.7,66276,0.936708861,2457.156572,2282.779999,17,99090.1385,99304.866,11,10,FLORESTA
14_12,29.3,32.9,18,19.8,62.2,37.7,70.7,67.7,32.3,46539,1.017241379,2962.55635,1494.295337,29,99251.936,101155.3547,12,11,VILLA GRAL. MITRE
14_13,18.7,29,17.8,34.6,47.7,52.3,81.3,80.4,19.6,67459,1.168674699,2538.512955,1283.082661,3,97301.0694,96694.0004,13,9,MATADEROS
14_14,40.8,23.9,18.3,16.9,64.7,35.2,59.2,56.3,43.7,42146,1,1480.794012,731.5601513,8,101287.3263,104964.6452,14,15,CHACARITA
14_15,28.7,45.9,12.7,12.7,74.6,25.5,71.3,57.3,42.7,21172,0.916666667,2728.046174,895.8882702,9,97048.5767,108633.74,15,12,SAAVEDRA
14_16,59.5,30.4,4.4,5.7,89.9,10.1,40.5,17.7,82.3,48329,0.369565217,1883.995803,1918.192154,23,97584.4225,105253.7942,16,12,VILLA URQUIZA
14_17,52,29.2,12.9,5.8,81.2,18.7,48,25.7,74.3,37164,0.622222222,2389.04891,3074.579553,17,94314.3144,100912.0301,17,10,VILLA REAL
14_18,17.3,32.9,21.4,28.3,50.2,49.7,82.7,57.2,42.8,25088,1.419354839,2310.38019,3464.679129,17,94029.2815,99974.0634,18,10,VERSALLES
14_19,13.8,26.6,34,25.5,40.4,59.6,86.2,75.5,24.5,77349,1.076923077,2664.360288,841.6618863,6,102644.9347,96375.7832,19,8,VILLA SOLDATI
14_2,36.1,31.6,20.3,12,67.7,32.3,63.9,66.9,33.1,99023,2.86259542,2153.699936,662.5274134,21,105323.1495,102935.5218,2,3,BALVANERA
14_20,22.3,35.3,25.2,17.3,57.6,42.4,77.7,74.8,25.2,27213,0.862068966,2280.742045,960.4029693,3,96240.0597,95890.0632,20,9,MATADEROS
14_21,25.4,35.2,19,20.4,60.6,39.4,74.6,64.8,35.2,66727,1.696202532,3156.426756,1247.366221,20,98671.9271,94046.0029,21,8,VILLA LUGANO
14_3,29.3,36,14.7,20,65.3,34.7,70.7,49.3,50.7,58805,1.3125,2363.505868,1570.594465,11,106940.6123,101668.8647,3,1,MONTSERRAT
14_5,20.1,30.7,26.3,23,50.8,49.3,79.9,69.7,30.3,98797,3.032,2306.762043,1498.492334,26,104582.9733,98340.6572,5,4,NUEVA POMPEYA
14_6,45.6,34.7,10.5,9.2,80.3,19.7,54.4,34.7,65.3,137009,3.05027933,2994.955058,1174.771621,26,104034.614,100606.0081,6,5,BOEDO
14_7,63.5,20.3,13.5,2.7,83.8,16.2,36.5,20.3,79.7,32884,1.035714286,1116.531204,2302.192768,1,101636.1859,101809.7022,7,6,CABALLITO
14_8,40.8,32.7,16.6,10,73.5,26.5,59.2,26.5,73.5,98921,1.210084034,2686.560987,1860.832107,14,102022.113,100283.7206,8,6,CABALLITO
14_9,40.7,25.6,17.4,16.3,66.3,33.7,59.3,58.1,41.9,72837,1.289156627,2662.70662,364.6963372,8,101807.3191,105074.6209,9,14,PALERMO
15_10,54.2,29.5,10.1,6.2,83.7,16.3,45.8,12.9,87.1,64934,2.65,2182.745603,1150.761566,9,98759.5845,109745.6429,10,12,SAAVEDRA
15_11,27.7,25.5,23.8,22.9,53.2,46.8,72.3,77.9,22.1,94457,1.634920635,3320.132904,1876.168406,24,100724.1274,99924.7833,11,7,FLORES
15_12,40.2,32.2,14.9,12.6,72.4,27.6,59.8,31,69,58097,0.6,1548.265416,2206.491607,29,99850.1788,100675.803,12,7,FLORES
15_13,18.1,31,26.6,24.2,49.1,50.8,81.9,72.2,27.8,47316,2.301886792,2166.076863,603.6645512,25,99194.9967,95984.9369,13,8,VILLA LUGANO
15_14,28.7,33.7,23.8,13.9,62.4,37.6,71.3,47.5,52.5,63849,0.565217391,1515.231326,1269.735702,29,99781.28,103047.752,14,15,PATERNAL
15_15,46.6,34,15.7,3.7,80.6,19.4,53.4,23.6,76.4,31431,1.170731707,2813.46947,724.9164274,22,98592.4807,107184.708,15,12,COGHLAN
15_16,44,26.7,13.3,16,70.7,29.3,56,45.3,54.7,38603,1.476190476,2719.925742,1085.175328,23,95539.4492,104784.8907,16,11,VILLA DEVOTO
15_17,55.3,29.4,10.2,5.1,84.7,15.3,44.7,31.9,68.1,39129,1.897959184,2660.632357,2710.773316,23,95349.1783,103167.935,17,11,VILLA DEVOTO
15_18,30.6,33.3,18.1,18.1,63.9,36.1,69.4,40.3,59.7,41187,0.456521739,2164.577405,445.1257084,17,97279.2253,100393.9173,18,10,VELEZ SARSFIELD
15_19,25.6,26.7,23.3,24.4,52.3,47.7,74.4,72.1,27.9,86444,0.931623932,2769.029568,399.6509856,6,101873.9518,96363.8158,19,8,VILLA SOLDATI
15_20,30.6,36.5,16.5,16.5,67.1,32.9,69.4,38.8,61.2,44114,1.696428571,2376.897524,1697.666949,19,94776.1921,98250.0711,20,9,LINIERS
15_21,13.2,33.2,25.1,28.5,46.4,53.6,86.8,79.9,20.1,84482,2.675925926,2415.997218,386.8009699,18,99969.8719,93433.9623,21,8,VILLA LUGANO
15_3,31,34.1,23.3,11.6,65.1,34.9,69,51.9,48.1,112024,6.187096774,2980.685034,1874.390513,26,105804.076,101445.5354,3,3,BALVANERA
15_6,41.5,29.6,14.8,14.1,71.1,28.9,58.5,39.4,60.6,66512,1.717948718,2152.598682,1100.313715,26,104894.074,100906.5859,6,3,SAN CRISTOBAL
15_7,52.4,28.6,9.5,9.5,81,19,47.6,14.3,85.7,62616,0.794117647,2725.595723,1512.824304,1,102483.1672,101821.6664,7,6,CABALLITO
15_8,12,30.9,25.8,31.3,42.9,57.1,88,78.1,21.9,74049,0.735294118,2219.385597,694.149736,14,102432.0471,98935.734,8,7,PARQUE CHACABUCO
15_9,44.6,35.4,12.3,7.7,80,20,55.4,52.3,47.7,95101,1.896551724,2645.860189,1351.146895,8,101370.3662,105959.6192,9,13,COLEGIALES
16_1,35.9,23.7,14.1,26.3,59.6,40.4,64.1,45.5,54.5,97247,3.290322581,2200.31521,1474.431375,21,105002.2367,104837.4921,1,14,PALERMO
16_10,44.4,34.3,13.1,8.1,78.7,21.2,55.6,33.3,66.7,67519,1.752941176,3092.019704,1357.194582,22,99499.488,107848.6549,10,13,NUÃ‘EZ
16_11,20.1,30.2,25.9,23.7,50.3,49.6,79.9,78.4,21.6,89303,2.906542056,2448.465101,1778.555098,24,99824.083,98379.8562,11,7,FLORES
16_12,29.8,35.5,22.6,12.1,65.3,34.7,70.2,71.8,28.2,49546,0.75,2240.744655,257.5462763,17,97472.2493,101068.8939,12,10,FLORESTA
16_13,9.8,27.5,26.5,36.3,37.3,62.7,90.2,70.6,29.4,62755,1.068493151,2340.318594,1506.703283,25,98321.097,97901.9301,13,9,PARQUE AVELLANEDA
16_14,18.9,35.8,20.8,24.5,54.7,45.3,81.1,71.7,28.3,85145,1.86407767,3217.301103,728.5140997,29,99280.2827,102840.7777,14,11,VILLA GRAL. MITRE
16_15,48.8,34.9,9.3,7,83.7,16.3,51.2,41.9,58.1,73184,1.693181818,2963.951725,1060.09295,22,98412.4227,105704.7492,15,12,VILLA URQUIZA
16_16,41.5,27.7,18.5,12.3,69.2,30.8,58.5,35.4,64.6,50374,1.915254237,2729.838846,1614.74892,23,95942.4173,104242.8861,16,11,VILLA DEVOTO
16_17,24.7,35.4,21.1,18.8,60.1,39.9,75.3,61.9,38.1,38556,0.466666667,2522.178073,3032.27322,17,94475.3426,101670.0061,17,11,VILLA DEVOTO
16_18,39.6,36.1,13.9,10.4,75.7,24.3,60.4,37.5,62.5,35700,1.409090909,2341.889731,2932.323684,17,94574.2701,99999.0399,18,10,VERSALLES
16_19,14.5,23.9,29.9,31.6,38.4,61.5,85.5,78.6,21.4,108318,1.882352941,3540.6743,835.8879005,6,101752.9723,96786.8113,19,8,VILLA SOLDATI
16_2,17.6,38,24.6,19.7,55.6,44.4,82.4,66.9,33.1,121422,4.560240964,2394.548466,959.9276489,21,105225.1334,102500.5358,2,3,BALVANERA
16_20,32.6,28.1,18.5,20.7,60.7,39.3,67.4,63.7,36.3,47116,1.357142857,2346.597771,380.3017484,19,95872.1329,97433.0436,20,9,MATADEROS
16_21,24,34.1,22.8,19.2,58.1,41.9,76,65.9,34.1,54522,0.707317073,1493.110674,806.6163015,18,99644.8637,93061.9844,21,8,VILLA RIACHUELO
16_3,30.7,30.7,21.3,17.3,61.4,38.7,69.3,68,32,57016,2.76344086,3374.705529,972.138218,11,107380.0101,100735.0271,3,1,CONSTITUCION
16_5,10.8,38.6,25.3,25.3,49.4,50.6,89.2,85.5,14.5,82168,2.490384615,2123.852733,826.0943991,7,105118.9229,97430.6553,5,4,NUEVA POMPEYA
16_7,35.1,39.6,14.4,10.8,74.7,25.2,64.9,26.1,73.9,66876,1.454545455,2586.019672,2323.645791,8,101322.2234,102532.699,7,15,VILLA CRESPO
16_8,39.9,38.2,12.1,9.8,78.1,22,60.1,35.8,64.2,118889,3.18,2812.456542,863.2504834,1,103548.1378,101698.6244,8,5,ALMAGRO
16_9,48.3,35,5,11.7,83.3,16.7,51.7,23.3,76.7,68753,1.367647059,2521.039795,1988.22613,8,101066.3966,106519.6192,9,13,COLEGIALES
17_10,58.4,31.8,4.5,5.2,90.2,9.7,41.6,19.5,80.5,59727,1.15942029,2577.274855,2130.592961,22,100604.4689,107989.6053,10,13,BELGRANO
17_11,16.5,30.1,28.4,25,46.6,53.4,83.5,85.8,14.2,58853,1.684931507,3203.414854,1917.548414,25,98802.4788,98462.6536,11,9,PARQUE AVELLANEDA
17_12,47.6,24.6,13.5,14.3,72.2,27.8,52.4,34.1,65.9,63334,1.542857143,3030.823783,716.5100001,29,98525.2563,101804.833,12,11,VILLA SANTA RITA
